task,prompt,prompt_text,generation,seed,supervisor,success,duration_s,coverage_pct,collisions,yaml,run
exploration,3,Explore the area while maximizing the coverage.,1,1002,S_20260830_150814,False,299.789,95.0,1,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_1/S_20260830_150814.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150814/robots_3/run_20260901_031019
exploration,3,Explore the area while maximizing the coverage.,1,1003,S_20260830_150814,False,299.806,97.0,2,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_1/S_20260830_150814.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150814/robots_3/run_20260901_031527
exploration,3,Explore the area while maximizing the coverage.,1,1004,S_20260830_150814,False,299.808,100.0,3,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_1/S_20260830_150814.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150814/robots_3/run_20260901_032035
exploration,3,Explore the area while maximizing the coverage.,1,1005,S_20260830_150814,False,299.752,98.0,2,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_1/S_20260830_150814.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150814/robots_3/run_20260901_032543
exploration,3,Explore the area while maximizing the coverage.,2,1001,S_20260830_150826,False,299.806,97.0,2,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_2/S_20260830_150826.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150826/robots_3/run_20260901_033051
exploration,3,Explore the area while maximizing the coverage.,2,1002,S_20260830_150826,False,299.881,98.0,1,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_2/S_20260830_150826.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150826/robots_3/run_20260901_033559
exploration,3,Explore the area while maximizing the coverage.,2,1003,S_20260830_150826,False,299.782,98.0,2,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_2/S_20260830_150826.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150826/robots_3/run_20260901_034107
exploration,3,Explore the area while maximizing the coverage.,2,1004,S_20260830_150826,False,299.786,99.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_2/S_20260830_150826.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150826/robots_3/run_20260901_034614
exploration,3,Explore the area while maximizing the coverage.,2,1005,S_20260830_150826,False,299.805,95.0,3,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_2/S_20260830_150826.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150826/robots_3/run_20260901_035122
exploration,3,Explore the area while maximizing the coverage.,3,1001,S_20260830_150839,False,299.798,97.0,2,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_3/S_20260830_150839.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150839/robots_3/run_20260901_035630
exploration,3,Explore the area while maximizing the coverage.,3,1002,S_20260830_150839,False,299.835,96.0,1,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_3/S_20260830_150839.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150839/robots_3/run_20260901_040138
exploration,3,Explore the area while maximizing the coverage.,3,1003,S_20260830_150839,False,299.798,98.0,2,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_3/S_20260830_150839.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150839/robots_3/run_20260901_040646
exploration,3,Explore the area while maximizing the coverage.,3,1004,S_20260830_150839,False,299.895,100.0,3,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_3/S_20260830_150839.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150839/robots_3/run_20260901_041154
exploration,3,Explore the area while maximizing the coverage.,3,1005,S_20260830_150839,False,299.798,98.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_3/S_20260830_150839.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150839/robots_3/run_20260901_041702
exploration,4,Explore the area.,1,1001,S_20260830_150855,False,299.762,98.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_1/S_20260830_150855.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150855/robots_3/run_20260901_042209
exploration,4,Explore the area.,1,1002,S_20260830_150855,False,299.811,100.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_1/S_20260830_150855.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150855/robots_3/run_20260901_042717
exploration,4,Explore the area.,1,1003,S_20260830_150855,False,299.791,99.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_1/S_20260830_150855.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150855/robots_3/run_20260901_043225
exploration,4,Explore the area.,1,1004,S_20260830_150855,False,299.829,99.0,5,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_1/S_20260830_150855.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150855/robots_3/run_20260901_043733
exploration,4,Explore the area.,1,1005,S_20260830_150855,False,299.88,98.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_1/S_20260830_150855.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150855/robots_3/run_20260901_044241
exploration,4,Explore the area.,2,1001,S_20260830_150906,False,299.84,100.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_2/S_20260830_150906.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150906/robots_3/run_20260901_044749
exploration,4,Explore the area.,2,1002,S_20260830_150906,False,299.816,96.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_2/S_20260830_150906.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150906/robots_3/run_20260901_045257
exploration,4,Explore the area.,2,1003,S_20260830_150906,False,299.783,99.0,2,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_2/S_20260830_150906.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150906/robots_3/run_20260901_045804
exploration,4,Explore the area.,2,1004,S_20260830_150906,False,299.869,100.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_2/S_20260830_150906.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150906/robots_3/run_20260901_050312
exploration,4,Explore the area.,2,1005,S_20260830_150906,False,299.805,98.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_2/S_20260830_150906.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150906/robots_3/run_20260901_050820
exploration,4,Explore the area.,3,1001,S_20260830_150921,False,299.801,100.0,1,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_3/S_20260830_150921.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150921/robots_3/run_20260901_051328
exploration,4,Explore the area.,3,1002,S_20260830_150921,False,299.824,99.0,1,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_3/S_20260830_150921.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150921/robots_3/run_20260901_051836
exploration,4,Explore the area.,3,1003,S_20260830_150921,False,299.779,100.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_3/S_20260830_150921.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150921/robots_3/run_20260901_052344
exploration,4,Explore the area.,3,1004,S_20260830_150921,False,299.784,96.0,2,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_3/S_20260830_150921.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150921/robots_3/run_20260901_052852
exploration,4,Explore the area.,3,1005,S_20260830_150921,False,299.754,97.0,4,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_3/S_20260830_150921.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150921/robots_3/run_20260901_053400
exploration,5,Maximize the covered area.,1,1001,S_20260830_150942,False,299.813,99.0,5,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_1/S_20260830_150942.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150942/robots_3/run_20260901_053907
exploration,5,Maximize the covered area.,1,1002,S_20260830_150942,False,299.793,100.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_1/S_20260830_150942.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150942/robots_3/run_20260901_054415
exploration,5,Maximize the covered area.,1,1003,S_20260830_150942,False,299.894,99.0,3,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_1/S_20260830_150942.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150942/robots_3/run_20260901_054923
exploration,5,Maximize the covered area.,1,1004,S_20260830_150942,False,299.814,98.0,1,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_1/S_20260830_150942.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150942/robots_3/run_20260901_055431
exploration,5,Maximize the covered area.,1,1005,S_20260830_150942,False,299.817,98.0,2,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_1/S_20260830_150942.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150942/robots_3/run_20260901_055939
exploration,5,Maximize the covered area.,2,1001,S_20260830_150954,False,299.799,97.0,2,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_2/S_20260830_150954.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150954/robots_3/run_20260901_060447
exploration,5,Maximize the covered area.,2,1002,S_20260830_150954,False,299.792,99.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_2/S_20260830_150954.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150954/robots_3/run_20260901_060955
exploration,5,Maximize the covered area.,2,1003,S_20260830_150954,False,299.816,100.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_2/S_20260830_150954.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150954/robots_3/run_20260901_061503
exploration,5,Maximize the covered area.,2,1004,S_20260830_150954,False,299.772,98.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_2/S_20260830_150954.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150954/robots_3/run_20260901_062010
exploration,5,Maximize the covered area.,2,1005,S_20260830_150954,False,299.849,99.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_2/S_20260830_150954.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_150954/robots_3/run_20260901_062518
exploration,5,Maximize the covered area.,3,1001,S_20260830_151006,False,299.802,100.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_3/S_20260830_151006.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_151006/robots_3/run_20260901_063026
exploration,5,Maximize the covered area.,3,1002,S_20260830_151006,False,299.793,98.0,2,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_3/S_20260830_151006.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_151006/robots_3/run_20260901_063534
exploration,5,Maximize the covered area.,3,1003,S_20260830_151006,False,299.781,98.0,1,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_3/S_20260830_151006.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_151006/robots_3/run_20260901_064042
exploration,5,Maximize the covered area.,3,1004,S_20260830_151006,False,299.843,100.0,6,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_3/S_20260830_151006.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_151006/robots_3/run_20260901_064550
exploration,5,Maximize the covered area.,3,1005,S_20260830_151006,False,299.909,96.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_3/S_20260830_151006.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260830_151006/robots_3/run_20260901_065058
